order_id,product_id,quantity,selling_price
1768,7,3,10268.00
1769,3,3,1844.00
1769,15,2,8348.00
1770,7,2,10232.00
1770,7,4,10844.00
1770,3,4,1693.00
1771,9,5,12705.00
1771,13,4,6725.00
1772,14,3,11615.00
1772,20,2,404.00
1772,14,3,12110.00
1773,7,2,10611.00
1774,10,1,1116.00
1774,19,1,5984.00
1774,16,4,11259.00
1775,4,5,10619.00
1775,9,3,12632.00
1775,9,1,12851.00
1776,3,3,1475.00
1776,9,5,13066.00
1776,16,3,11223.00
1777,2,2,8409.00
1778,19,5,5275.00
1779,7,1,10635.00
1780,16,4,11523.00
1781,6,2,2409.00
1781,10,1,1825.00
1781,10,5,1442.00
1782,10,4,996.00
1782,10,3,1532.00
1782,7,3,10586.00
1782,20,2,1579.00
1783,15,4,8482.00
1784,17,3,4007.00
1785,12,4,5765.00
1785,8,3,7628.00
1786,3,2,2177.00
1786,7,2,10571.00
1786,7,4,11529.00
1786,19,3,6515.00
1787,9,2,11980.00
1788,10,4,1933.00
1789,8,4,7228.00
1790,4,1,10703.00
1790,7,5,11152.00
1791,3,5,1196.00
1792,18,4,3684.00
1792,9,3,13106.00
1793,19,2,5760.00
1793,7,3,11509.00
1794,12,3,6371.00
1794,2,1,9637.00
1794,5,1,3068.00
1795,3,4,1994.00
1795,6,5,2380.00
1795,15,2,8135.00
1795,18,5,4375.00
1796,8,3,8091.00
1796,15,3,7785.00
1796,9,2,12507.00
1797,17,5,4442.00
1797,12,5,5802.00
1797,13,2,7381.00
1798,1,1,7893.00
1798,9,5,11992.00
1799,12,3,6950.00
1799,16,1,10470.00
1799,11,3,11382.00
1800,10,2,1953.00
1800,20,1,861.00
1800,17,3,3962.00
1801,2,3,9070.00
1801,8,2,7856.00
1802,8,5,8131.00
1802,5,1,2204.00
1802,14,3,11944.00
1803,18,5,3391.00
1803,17,3,3367.00
1804,10,4,1237.00
1804,20,2,1304.00
1805,7,2,10457.00
1805,9,1,12392.00
1805,16,4,10878.00
1805,13,1,6494.00
1806,14,1,10881.00
1806,15,1,8405.00
1806,19,1,6080.00
1807,4,3,10892.00
1807,4,2,11696.00
1807,20,5,848.00
1807,20,3,1543.00
1808,19,1,5704.00
1808,11,1,11397.00
1809,12,1,6770.00
1809,20,3,1237.00
1810,9,2,12657.00
1810,8,5,7467.00
1810,9,2,12160.00
1811,12,4,5825.00
1812,14,3,12213.00
1812,19,1,6169.00
1812,6,5,3073.00
1813,17,1,3184.00
1814,11,2,11675.00
1814,11,4,11213.00
1815,20,2,277.00
1815,1,5,8364.00
1815,17,2,3683.00
1816,6,5,3345.00
1816,16,3,11174.00
1817,8,5,7959.00
1817,18,2,4364.00
1818,2,3,9153.00
1818,9,5,12422.00
1818,3,1,1487.00
1819,19,1,5763.00
1819,13,5,7574.00
1820,13,4,6623.00
1821,5,2,2512.00
1822,8,2,6947.00
1823,8,4,7813.00
1823,11,4,11773.00
1824,1,4,9075.00
1824,14,4,11325.00
1825,12,3,7091.00
1826,3,4,2185.00
1827,10,4,1494.00
1827,17,5,4045.00
1827,14,1,12100.00
1827,13,2,6855.00
1828,16,4,11717.00
1828,7,5,10913.00
1829,10,5,697.00
1829,20,5,540.00
1829,18,4,4182.00
1829,17,1,4159.00
1830,7,5,11090.00
1831,1,5,7971.00
1831,9,5,11987.00
1832,16,2,10384.00
1832,4,4,11737.00
1832,14,4,11393.00
1832,15,1,7969.00
1833,1,1,9233.00
1833,7,3,11445.00
1833,18,5,3817.00
1834,11,2,11570.00
1834,11,4,10816.00
1835,6,3,2727.00
1835,8,4,7362.00
1836,4,3,11206.00
1836,2,4,8430.00
1837,20,1,1269.00
1837,9,4,13020.00
1837,1,1,8672.00
1837,4,1,11693.00
1838,6,1,3139.00
1838,1,2,8049.00
1838,4,1,11053.00
1839,2,2,9463.00
1839,15,4,9255.00
1839,19,4,5129.00
1839,14,2,11364.00
1840,11,5,11894.00
1841,1,4,8915.00
1841,6,4,2274.00
1841,5,3,3250.00
1842,17,1,4560.00
1842,18,2,3570.00
1842,11,5,10779.00
1843,13,3,7277.00
1843,6,1,2923.00
1843,16,2,10415.00
1843,4,1,10516.00
1844,6,2,2963.00
1845,20,1,1435.00
1846,20,1,1535.00
1847,6,4,3254.00
1848,1,5,8048.00
1848,1,3,8611.00
1849,15,2,8246.00
1850,6,4,2112.00
1850,16,4,10786.00
1850,19,1,5576.00
1850,10,1,1288.00
1851,6,4,2872.00
1851,9,2,12653.00
1851,15,1,9194.00
1851,2,1,9429.00
1852,11,5,10675.00
1852,19,2,5199.00
1852,10,4,1065.00
1853,17,1,3748.00
1853,1,2,7885.00
1853,15,1,7896.00
1853,20,5,1379.00
1854,20,4,1362.00
1854,14,3,12139.00
1854,5,2,2888.00
1854,5,4,3121.00
1855,12,2,6013.00
1855,2,2,8389.00
1856,8,1,7539.00
1856,16,5,11350.00
1856,15,2,8836.00
1856,8,5,7124.00
1857,15,2,8086.00
1857,3,2,978.00
1858,20,4,525.00
1858,11,3,10667.00
1858,13,3,7599.00
1858,1,2,8785.00
1859,19,5,5716.00
1859,14,1,11294.00
1860,14,2,11050.00
1860,15,3,8625.00
1860,10,1,1995.00
1861,13,3,6647.00
1861,12,3,5716.00
1861,4,4,10408.00
1862,20,3,1180.00
1863,15,2,7787.00
1863,20,2,1514.00
1863,5,5,3047.00
1864,9,2,13169.00
1864,20,2,1594.00
1865,8,5,8245.00
1865,14,3,10952.00
1865,4,4,10389.00
1865,2,4,9448.00
1866,6,5,3444.00
1867,16,2,10396.00
1868,6,4,2421.00
1869,1,3,8695.00
1870,3,3,1888.00
1870,15,2,8167.00
1870,3,1,1667.00
1871,17,1,4153.00
1872,15,2,8631.00
1872,2,4,8337.00
1872,9,2,12456.00
1872,1,3,8054.00
1873,16,1,11516.00
1873,3,3,1556.00
1873,5,2,3299.00
1873,4,1,10698.00
1874,12,3,6516.00
1874,1,3,8169.00
1875,1,1,8204.00
1876,5,5,2513.00
1876,19,2,5161.00
1876,5,2,2509.00
1877,3,3,794.00
1877,15,5,9050.00
1877,4,1,11663.00
1878,1,5,8312.00
1878,5,5,3256.00
1879,3,3,1338.00
1879,19,1,6342.00
1880,1,1,9334.00
1881,8,2,8285.00
1881,3,2,1481.00
1881,15,1,8479.00
1882,11,1,10767.00
1882,6,5,3251.00
1882,16,1,11671.00
1882,1,5,8943.00
1883,10,3,1410.00
1883,3,5,1104.00
1883,9,5,12568.00
1883,4,5,11768.00
1884,19,1,6577.00
1885,19,4,6336.00
1886,14,3,12265.00
1887,3,5,843.00
1887,8,1,7646.00
1887,4,5,11085.00
1888,12,1,6770.00
1888,12,1,6106.00
1889,18,4,3946.00
1889,2,5,8710.00
1890,10,1,1575.00
1890,6,3,2384.00
1890,12,1,6591.00
1891,9,4,13144.00
1891,13,3,6786.00
1891,19,5,5300.00
1892,15,5,8481.00
1893,2,3,8335.00
1893,5,4,2755.00
1893,16,4,11113.00
1893,6,5,3241.00
1894,15,4,8318.00
1894,17,2,3173.00
1895,2,4,9699.00
1895,7,3,10797.00
1896,9,1,12888.00
1896,8,3,8015.00
1896,6,5,3468.00
1897,7,2,11591.00
1898,4,1,10842.00
1899,17,4,4331.00
1899,8,1,8101.00
1899,15,4,8887.00
1900,17,3,4596.00
1900,1,5,8139.00
1901,16,2,10258.00
1901,18,2,4348.00
1901,1,4,8655.00
1902,13,4,6642.00
1903,13,3,6501.00
1903,17,2,3523.00
1903,7,4,10593.00
1903,12,3,5736.00
1904,16,4,11323.00
1904,14,5,10859.00
1904,11,3,11480.00
1905,19,2,5512.00
1906,8,1,7360.00
1907,19,5,5807.00
1907,14,5,11774.00
1907,2,5,8590.00
1908,3,1,1799.00
1908,7,3,11492.00
1908,15,5,8820.00
1908,6,4,3374.00
1909,12,3,6943.00
1909,19,1,6316.00
1909,19,1,6093.00
1910,20,3,763.00
1910,4,3,11607.00
1910,1,4,8217.00
1911,2,1,8332.00
1912,10,2,779.00
1912,10,1,1433.00
1912,20,2,495.00
1912,4,3,10519.00
1913,5,3,2606.00
1913,1,5,8302.00
1914,13,5,7096.00
1914,8,5,8124.00
1914,1,1,8375.00
1914,5,4,2419.00
1915,13,3,6850.00
1915,7,5,11525.00
1916,10,2,1692.00
1916,2,2,9256.00
1916,12,5,6854.00
1917,20,3,461.00
1917,1,2,9304.00
1917,20,2,616.00
1918,12,1,6480.00
1919,20,1,203.00
1920,19,3,6547.00
1920,5,1,2680.00
1920,5,4,2647.00
1921,7,4,10428.00
1921,16,4,11704.00
1922,20,3,685.00
1922,10,5,1045.00
1922,8,1,8146.00
1922,18,2,3587.00
1923,7,2,10826.00
1924,1,1,8115.00
1924,3,2,1037.00
1924,4,1,11084.00
1924,18,5,3141.00
1925,20,4,152.00
1926,11,3,10900.00
1926,7,4,11272.00
1927,4,1,10748.00
1927,9,1,12197.00
1927,14,3,11790.00
1928,13,4,7166.00
1928,5,4,2313.00
1928,13,2,7265.00
1929,12,1,6986.00
1930,5,1,2411.00
1930,19,3,6453.00
1930,6,4,3175.00
1930,14,2,11388.00
1931,17,1,4131.00
1931,7,1,11311.00
1931,4,1,10615.00
1932,7,4,11654.00
1932,9,4,13330.00
1932,6,3,2903.00
1933,18,2,3740.00
1933,11,3,11150.00
1933,3,5,1500.00
1933,12,5,5776.00
1934,16,4,10825.00
1934,19,4,5794.00
1935,16,2,10952.00
1936,20,3,1606.00
1936,14,3,11641.00
1937,17,3,3927.00
1938,13,2,6493.00
1938,5,4,2060.00
1939,14,4,11517.00
1939,2,1,9100.00
1939,11,5,11471.00
1939,4,4,11288.00
1940,8,1,7370.00
1940,11,3,11110.00
1940,11,5,10669.00
1941,9,4,13268.00
1941,5,2,2794.00
1941,11,3,11734.00
1941,4,5,10414.00
1942,13,4,6339.00
1942,15,5,7793.00
1942,6,4,2591.00
1943,6,5,2074.00
1944,20,2,316.00
1945,10,3,551.00
1946,13,2,7377.00
1946,16,4,11331.00
1946,1,4,9226.00
1947,2,3,9278.00
1947,12,2,7046.00
1947,4,2,10408.00
1948,10,5,1406.00
1948,6,2,2750.00
1948,13,5,7248.00
1948,12,5,6178.00
1949,19,3,6005.00
1949,4,5,10759.00
1949,20,4,1177.00
1950,17,3,3536.00
1950,19,1,6032.00
1950,16,5,11329.00
1950,3,3,1076.00
1951,11,1,11610.00
1951,6,5,2218.00
1951,8,2,8032.00
1952,14,4,11765.00
1952,7,5,11238.00
1952,19,1,5811.00
1953,5,4,2053.00
1953,2,2,8402.00
1953,18,5,4106.00
1954,11,1,11026.00
1955,10,2,1079.00
1955,20,2,1592.00
1955,4,4,11085.00
1956,2,2,8846.00
1956,9,5,13082.00
1956,7,4,10197.00
1957,1,2,8153.00
1957,8,4,8135.00
1958,16,3,10390.00
1958,4,3,10623.00
1959,4,2,10993.00
1959,19,4,5824.00
1960,10,4,552.00
1960,11,3,12008.00
1961,7,2,10789.00
1961,1,4,9102.00
1962,12,5,5892.00
1962,19,1,6097.00
1962,13,2,6423.00
1962,11,2,11289.00
1963,12,4,6876.00
1964,7,3,10251.00
1964,1,4,7846.00
1964,10,2,1503.00
1964,13,1,6926.00
1965,20,3,1277.00
1966,6,3,3001.00
1966,17,4,4252.00
1967,3,3,1707.00
1968,17,5,3584.00
1969,10,3,1407.00
1969,8,5,8005.00
1970,3,1,1480.00
1970,16,1,10833.00
1970,15,2,9033.00
1970,2,2,9455.00
1971,10,1,1858.00
1971,20,2,319.00
1972,12,3,6379.00
1972,6,2,2925.00
1973,18,5,4443.00
1973,3,4,1310.00
1973,13,4,6992.00
1974,11,3,11877.00
1975,14,5,11423.00
1975,20,4,689.00
1975,4,2,10740.00
1975,6,5,2898.00
1976,15,4,8405.00
1976,15,5,9230.00
1976,11,2,11366.00
1976,5,5,2326.00
1977,2,2,9277.00
1977,11,5,10754.00
1977,6,4,2862.00
1977,12,3,6000.00
1978,10,4,1719.00
1978,20,3,674.00
1978,16,3,10548.00
1979,6,1,2868.00
1980,13,5,6160.00
1980,20,3,1361.00
1980,4,5,11102.00
1980,11,4,11742.00
1981,17,4,3535.00
1981,9,1,12399.00
1982,18,1,4264.00
1982,19,4,5761.00
1982,10,4,1471.00
1983,17,3,4314.00
1984,16,3,11146.00
1984,7,3,11196.00
1984,11,1,10974.00
1984,20,4,653.00
1985,12,1,5894.00
1986,18,4,4156.00
1986,9,3,12806.00
1986,6,2,2281.00
1987,20,2,970.00
1987,7,1,11360.00
1987,13,2,6739.00
1987,6,1,2825.00
1988,14,2,11962.00
1988,11,5,10767.00
1989,3,3,1281.00
1990,14,2,11824.00
1991,8,1,6847.00
1991,5,4,3263.00
1991,5,4,2303.00
1991,15,4,7899.00
1992,12,2,5751.00
1992,8,4,6971.00
1992,15,3,8523.00
1993,6,5,2546.00
1993,2,5,9485.00
1993,14,1,11113.00
1993,10,5,1918.00
1994,3,4,996.00
1994,15,1,9153.00
1994,10,2,1108.00
1994,5,5,2915.00
1995,7,4,10324.00
1995,10,5,714.00
1995,4,3,11563.00
1996,15,3,8842.00
1996,9,4,12876.00
1996,6,1,3073.00
1996,16,3,11647.00
1997,12,1,5893.00
1997,19,4,5808.00
1997,15,1,7874.00
1997,15,4,8660.00
1998,8,5,7358.00
1998,11,3,10864.00
1999,16,1,11057.00
1999,3,4,1559.00
2000,6,1,2805.00
2000,3,2,1605.00
2001,18,3,3841.00
2001,9,2,12799.00
2002,18,5,4515.00
2002,13,3,6241.00
2002,3,2,1624.00
2002,6,2,2450.00
2003,10,4,1522.00
2003,10,4,1736.00
2003,11,4,11338.00
2004,4,3,11029.00
2004,15,3,9040.00
2004,5,3,3368.00
2005,8,4,8177.00
2006,6,4,3026.00
2006,2,1,9375.00
2006,16,4,10975.00
2006,8,5,8047.00
2007,3,3,1127.00
2007,3,2,1495.00
2008,15,3,7809.00
2008,6,4,2291.00
2008,13,2,6824.00
2009,19,3,5453.00
2009,11,2,11100.00
2009,19,3,5873.00
2010,2,1,9587.00
2010,9,4,13074.00
2011,14,4,11403.00
2012,15,4,8363.00
2012,6,5,2649.00
2012,19,3,6139.00
2012,7,5,10866.00
2013,5,4,2614.00
2014,7,3,11184.00
2015,12,2,5856.00
2015,5,5,3051.00
2015,18,1,4359.00
2016,1,2,9095.00
2017,19,4,5710.00
2018,1,1,8026.00
2018,14,3,11265.00
2018,6,3,2390.00
2018,9,5,12274.00
2019,9,3,12209.00
2019,16,3,10574.00
2019,19,3,5438.00
2020,1,2,8239.00
2020,5,4,2909.00
2021,20,1,843.00
2021,15,1,8021.00
2022,6,3,3471.00
2022,19,2,5471.00
2022,5,4,2109.00
2023,7,2,10999.00
2023,6,1,3053.00
2024,13,3,7547.00
2024,7,5,11262.00
2024,1,5,8090.00
2025,17,5,3630.00
2026,14,2,11144.00
2027,16,2,10811.00
2027,19,3,6472.00
2028,9,4,12035.00
2029,5,4,1879.00
2029,14,3,11737.00
2029,17,5,3550.00
2030,20,4,1182.00
2030,5,3,2617.00
2031,1,5,8142.00
2031,8,5,7564.00
2032,16,3,11363.00
2032,12,4,6722.00
2032,15,2,8101.00
2032,15,3,8676.00
2033,7,1,10381.00
2033,16,3,11087.00
2033,7,1,10591.00
2033,13,4,6823.00
2034,12,4,6264.00
2034,4,2,10690.00
2035,10,4,1472.00
2035,13,5,6631.00
2035,12,2,7014.00
2035,5,5,2362.00
2036,1,4,8933.00
2036,15,4,8611.00
2036,15,5,8073.00
2036,10,4,575.00
2037,12,5,5648.00
2037,4,3,11144.00
2038,14,3,11611.00
2038,9,5,13127.00
2038,17,3,3210.00
2038,9,4,12959.00
2039,12,5,6538.00
2039,5,3,3084.00
2040,13,2,6607.00
2040,11,5,11996.00
2040,8,5,7301.00
2040,17,2,3409.00
2041,3,2,1693.00
2041,18,1,4446.00
2041,1,5,8268.00
2042,20,4,1216.00
2042,12,2,6546.00
2042,8,3,7554.00
2043,6,3,2594.00
2043,2,3,9048.00
2043,4,2,11607.00
2043,5,2,3181.00
2044,13,5,6499.00
2044,4,2,10354.00
2044,9,5,12285.00
2044,16,4,10992.00
2045,10,2,1882.00
2045,17,5,3501.00
2046,20,5,709.00
2046,10,1,1262.00
2046,4,3,11265.00
2046,9,1,13248.00
2047,16,3,11547.00
2047,3,4,1097.00
2047,12,2,5756.00
2047,2,2,9438.00
2048,15,3,7906.00
2048,12,2,6559.00
2049,11,2,11025.00
2049,16,5,11189.00
2049,10,1,1436.00
2049,6,4,2716.00
2050,11,1,11387.00
2051,4,1,11141.00
2051,2,1,9451.00
2052,3,2,1661.00
2052,19,1,6561.00
2052,19,4,5281.00
2052,8,5,7105.00
2053,11,4,12026.00
2053,8,4,8279.00
2054,16,3,11095.00
2055,3,4,1950.00
2055,5,3,2923.00
2055,18,4,3829.00
2056,15,1,8937.00
2057,9,1,12255.00
2057,5,5,3294.00
2058,2,3,9100.00
2058,2,4,9629.00
2059,16,3,10924.00
2059,9,5,12708.00
2059,11,2,11268.00
2060,20,2,784.00
2060,6,2,3544.00
2060,8,2,7221.00
2060,16,1,11006.00
2061,5,2,2057.00
2061,14,2,12034.00
2062,3,1,1894.00
2062,7,1,11487.00
2062,7,3,11471.00
2063,6,4,3023.00
2063,12,3,6860.00
2063,15,4,8927.00
2063,18,4,3163.00
2064,1,3,8462.00
2065,18,5,3629.00
2065,20,5,457.00
2065,4,3,10567.00
2066,16,2,10847.00
2066,16,3,11663.00
2066,11,3,11690.00
2067,15,5,8786.00
2067,15,2,8102.00
2068,15,2,8627.00
2068,4,1,11615.00
2068,4,4,11413.00
2069,17,3,3885.00
2069,9,3,11904.00
2069,5,4,2455.00
2069,18,4,3837.00
2070,1,3,9196.00
2071,1,4,9152.00
2071,8,2,7758.00
2071,16,2,11384.00
2071,17,2,4286.00
2072,6,4,3220.00
2072,3,3,1334.00
2072,15,3,7829.00
2073,4,4,11534.00
2073,1,4,9190.00
2073,17,4,3564.00
2073,18,5,4268.00
2074,10,5,769.00
2074,8,5,7897.00
2075,16,2,11633.00
2076,13,5,6192.00
2077,18,3,4081.00
2077,9,4,13060.00
2077,1,4,8479.00
2078,1,2,8478.00
2078,18,2,3729.00
2078,2,1,8968.00
2079,3,3,1349.00
2080,5,1,2150.00
2080,13,5,6906.00
2080,12,2,5752.00
2080,5,3,3226.00
2081,4,2,10826.00
2081,15,1,8179.00
2082,10,3,725.00
2082,16,3,11338.00
2082,14,2,11568.00
2083,10,4,858.00
2083,15,5,7892.00
2083,10,2,565.00
2083,19,5,6269.00
2084,15,4,8868.00
2084,10,3,1095.00
2084,10,2,1504.00
2085,8,4,7529.00
2086,14,1,11314.00
2086,1,3,9112.00
2087,13,4,6469.00
2087,4,3,10592.00
2088,3,5,839.00
2088,13,5,6692.00
2088,8,3,6975.00
2088,10,3,679.00
2089,11,4,11820.00
2090,14,5,11225.00
2090,16,4,11465.00
2090,11,5,10682.00
2090,8,1,7611.00
2091,17,4,3884.00
2091,6,2,3114.00
2091,12,3,6341.00
2091,12,4,6368.00
2092,4,1,11543.00
2092,11,3,11407.00
2093,17,2,4094.00
2093,14,2,11547.00
2093,16,5,11127.00
2093,8,1,6865.00
2094,1,4,8850.00
2094,10,2,789.00
2094,20,3,698.00
2094,20,4,250.00
2095,18,3,4384.00
2095,3,4,1168.00
2095,13,5,6917.00
2096,10,5,1777.00
2096,15,2,7946.00
2096,11,1,11323.00
2097,15,4,8815.00
2097,15,4,8484.00
2097,2,3,9026.00
2097,18,4,4573.00
2098,4,5,10666.00
2098,7,3,11054.00
2098,6,4,3303.00
2099,19,4,6451.00
2099,18,5,3941.00
2099,16,1,11089.00
2100,2,2,9260.00
2100,9,4,12417.00
2100,15,4,8733.00
2100,15,2,8777.00
2101,1,4,8093.00
2101,12,4,7011.00
2102,16,3,10843.00
2102,8,1,7599.00
2102,5,2,2958.00
2102,14,2,11703.00
2103,19,4,5994.00
2103,3,3,1089.00
2103,19,1,6398.00
2104,7,2,10264.00
2104,7,5,10208.00
2104,12,5,6311.00
2105,5,2,1971.00
2105,12,5,6452.00
2105,1,5,9219.00
2106,16,1,11733.00
2107,6,1,2562.00
2108,13,1,6583.00
2108,12,3,6317.00
2108,2,3,8773.00
2109,16,2,10574.00
2109,11,2,10929.00
2109,5,3,1912.00
2110,20,5,514.00
2110,16,3,10701.00
2110,16,2,11739.00
2111,15,1,9055.00
2111,18,2,3885.00
2111,2,4,9568.00
2111,9,3,12719.00
2112,18,2,3154.00
2113,16,4,11567.00
2113,3,2,2220.00
2113,13,3,7170.00
2113,1,4,8851.00
2114,12,3,6287.00
2114,15,4,8720.00
2114,7,5,10298.00
2114,14,2,11166.00
2115,3,4,1001.00
2115,8,4,7993.00
2115,11,3,11990.00
2115,19,2,5571.00
2116,1,3,8421.00
2116,12,3,7033.00
2116,4,3,10679.00
2116,10,2,618.00
2117,15,5,8815.00
2117,1,1,9311.00
2118,14,4,11264.00
2118,3,3,1901.00
2118,10,5,596.00
2119,5,5,2038.00
2120,12,3,6773.00
2120,1,5,9103.00
2120,2,1,8737.00
2120,4,1,10812.00
2121,20,2,716.00
2122,13,3,7582.00
2123,5,1,3309.00
2123,5,4,2210.00
2124,13,1,7434.00
2125,1,4,8893.00
2126,14,5,10972.00
2126,5,5,2601.00
2126,2,1,9589.00
2127,20,3,1563.00
2128,13,1,7455.00
2128,1,5,8924.00
2129,20,4,340.00
2129,13,1,6282.00
2129,1,3,7859.00
2129,6,3,2354.00
2130,9,4,11927.00
2130,16,1,10267.00
2131,2,2,9217.00
2131,19,1,5261.00
2131,10,5,773.00
2131,18,3,3620.00
2132,4,5,11672.00
2132,9,5,13275.00
2132,1,2,8320.00
2133,2,1,9459.00
2134,18,4,4023.00
2134,17,5,3378.00
2134,14,2,10910.00
2134,13,2,7037.00
2135,1,3,8526.00
2136,3,4,1908.00
2136,18,5,4567.00
2137,20,5,1240.00
2137,11,1,10727.00
2137,20,4,708.00
2137,12,5,5668.00
2138,16,4,10988.00
2138,11,1,11064.00
2138,9,1,12695.00
2138,11,2,11532.00
2139,14,1,11673.00
2139,3,3,1184.00
2139,20,2,821.00
2140,10,4,1501.00
2141,11,3,11579.00
2142,11,4,11210.00
2142,12,5,6551.00
2142,18,1,4334.00
2143,4,3,10775.00
2144,14,4,12233.00
2144,16,4,11236.00
2144,19,1,5662.00
2145,15,4,9115.00
2145,14,4,11985.00
2145,20,4,1237.00
2146,17,1,4653.00
2146,15,2,9274.00
2146,11,4,11183.00
2147,11,5,10864.00
2147,10,3,653.00
2147,11,2,11443.00
2148,3,4,2236.00
2148,11,3,10665.00
2148,14,1,11342.00
2148,3,5,1424.00
2149,6,2,3098.00
2150,6,2,3015.00
2151,3,1,1612.00
2151,7,4,11306.00
2151,1,5,8538.00
2151,19,3,5695.00
2152,10,2,1780.00
2152,9,1,13221.00
2153,5,1,2914.00
2153,19,5,5147.00
2154,2,5,9539.00
2154,13,4,7152.00
2154,17,4,3317.00
2155,12,5,5954.00
2155,6,1,2118.00
2155,1,2,7984.00
2155,1,5,8838.00
2156,16,3,10769.00
2156,18,4,3932.00
2156,5,2,3102.00
2156,9,4,12010.00
2157,1,2,8653.00
2157,11,3,10726.00
2157,1,4,9132.00
2158,11,1,11760.00
2158,1,4,8525.00
2159,11,1,11693.00
2160,6,3,2577.00
2160,9,3,12415.00
2161,17,3,3840.00
2161,14,4,12154.00
2161,7,5,10499.00
2162,14,4,11293.00
2162,2,1,9086.00
2162,1,2,8461.00
2163,7,4,11467.00
2163,13,3,6366.00
2163,2,4,8704.00
2164,17,3,4384.00
2164,10,4,1202.00
2164,11,1,12082.00
2165,9,4,13200.00
2165,9,2,13187.00
2166,19,2,5521.00
2166,2,5,8378.00
2167,19,1,5825.00
2167,9,4,12785.00
2168,14,1,11343.00
2168,18,5,3238.00
2168,18,2,3263.00
2169,10,4,1163.00
2169,16,4,11488.00
2169,15,1,8987.00
2169,12,2,6870.00
2170,13,1,6391.00
2170,12,2,6440.00
2170,6,2,2140.00
2171,5,3,3206.00
2171,13,4,7030.00
2172,12,2,6295.00
2172,11,2,11339.00
2172,5,1,2834.00
2173,17,4,3773.00
2173,4,2,11778.00
2174,1,3,7878.00
2174,4,1,11493.00
2174,7,2,10338.00
2174,18,1,3374.00
2175,18,2,3871.00
2176,20,1,504.00
2176,13,4,6855.00
2176,6,3,2888.00
2177,12,5,7080.00
2177,9,3,12098.00
2177,7,4,10937.00
2178,2,5,9343.00
2178,15,3,8697.00
2178,17,3,3893.00
2178,14,3,10945.00
2179,10,4,1320.00
2179,5,2,2449.00
2180,5,2,2007.00
2181,12,1,5738.00
2182,5,1,2434.00
2182,12,4,5822.00
2182,3,1,2248.00
2183,18,3,3471.00
2184,12,2,6868.00
2184,8,1,6961.00
2184,2,3,9552.00
2184,17,3,4306.00
2185,9,3,12389.00
2186,7,2,11162.00
2186,7,2,11497.00
2187,7,1,10416.00
2187,18,2,3333.00
2187,3,3,1108.00
2188,6,1,2625.00
2188,19,4,5476.00
2188,11,3,11609.00
2189,20,3,685.00
2189,19,2,5777.00
2190,16,1,10723.00
2191,20,5,1433.00
2191,6,1,2791.00
2191,9,3,12268.00
2192,5,3,3371.00
2192,3,5,1029.00
2193,1,1,9042.00
2193,9,2,12704.00
2193,14,4,11659.00
2194,9,2,13160.00
2195,10,3,1658.00
2196,9,4,11841.00
2197,13,5,7195.00
2197,13,1,6305.00
2197,4,4,11760.00
2198,12,3,5627.00
2198,1,5,8892.00
2198,13,1,7604.00
2199,5,2,2285.00
2199,17,5,3578.00
2199,9,4,13300.00
2200,13,1,7377.00
2200,7,3,11605.00
2200,11,4,12109.00
2201,12,4,5943.00
2201,2,3,9108.00
2201,15,1,8463.00
2202,18,2,4604.00
2202,8,4,8259.00
2202,1,4,8354.00
2203,4,1,10490.00
2203,13,3,6965.00
2203,17,4,3766.00
2204,18,4,3770.00
2205,18,3,3836.00
2206,5,2,2435.00
2207,6,3,3126.00
2207,4,5,10306.00
2207,17,1,4522.00
2208,3,4,1848.00
2208,18,3,4228.00
2209,10,5,775.00
2209,8,5,6913.00
2209,4,3,10558.00
2209,20,4,289.00
2210,4,2,11638.00
2210,20,2,928.00
2211,9,4,13284.00
2212,13,4,6552.00
2212,20,5,288.00
2212,19,1,6567.00
2213,9,3,11977.00
2213,12,3,6787.00
2213,18,4,3716.00
2214,1,3,8721.00
2214,6,2,3539.00
2214,18,3,3246.00
2215,18,5,3964.00
2215,5,1,2624.00
2215,20,3,991.00
2216,17,2,4077.00
2216,18,2,4196.00
2216,11,2,11148.00
2216,19,4,5563.00
2217,15,2,8511.00
2217,9,2,12706.00
2218,18,5,4353.00
2219,11,4,11776.00
2220,4,5,11317.00
2220,11,4,11788.00
2221,3,5,1317.00
2222,13,3,6451.00
2222,15,1,7961.00
2222,15,4,8225.00
2222,17,5,3260.00
2223,6,3,2424.00
2223,13,1,7214.00
2223,9,1,11933.00
2223,6,2,2764.00
2224,9,1,12064.00
2224,14,3,11998.00
2225,13,3,6588.00
2225,20,1,274.00
2225,8,1,7154.00
2226,5,3,2323.00
2226,8,1,6926.00
2227,10,2,978.00
2228,9,3,11980.00
2228,2,4,9517.00
2228,16,2,10591.00
2228,3,1,1094.00
2229,19,3,5717.00
2229,14,1,11214.00
2230,5,4,2922.00
2230,14,4,12145.00
2230,8,4,7355.00
2230,15,4,8079.00
2231,2,1,8928.00
2232,15,4,8888.00
2232,3,4,2175.00
2232,15,2,8663.00
2233,2,2,9410.00
2233,2,2,9194.00
2234,20,5,545.00
2234,8,2,8197.00
2234,6,3,2391.00
2234,1,4,7995.00
2235,16,3,11100.00
2235,7,4,11373.00
2235,8,5,7256.00
2235,19,1,5175.00
2236,9,3,12569.00
2236,8,2,8079.00
2237,10,2,1885.00
2237,20,1,1077.00
2238,3,3,1112.00
2238,18,5,3512.00
