order_id,customer_id,order_date,payment_method,order_status
2906,958,02-05-2025,Net Banking,Cancelled
2907,329,04-09-2024,Card,Cancelled
2908,580,10-12-2024,Card,Returned
2909,38,16-01-2026,Card,Cancelled
2910,829,03-12-2025,COD,Shipped
2911,383,08-08-2025,Net Banking,Delivered
2912,845,16-04-2026,UPI,Delivered
2913,991,19-03-2026,COD,Returned
2914,819,28-07-2025,Net Banking,Delivered
2915,649,30-09-2024,Card,Shipped
2916,450,25-02-2026,Net Banking,Cancelled
2917,968,06-11-2025,Net Banking,Shipped
2918,431,31-10-2024,Card,Delivered
2919,50,07-05-2026,Net Banking,Returned
2920,464,26-04-2025,COD,Cancelled
2921,289,02-03-2026,Card,Returned
2922,891,31-08-2025,UPI,Cancelled
2923,137,16-02-2026,UPI,Delivered
2924,376,13-08-2024,Net Banking,Returned
2925,654,03-02-2026,UPI,Delivered
2926,72,29-12-2024,Net Banking,Returned
2927,888,15-05-2026,COD,Returned
2928,863,04-01-2026,UPI,Shipped
2929,368,04-09-2025,COD,Shipped
2930,111,07-05-2025,Net Banking,Delivered
2931,259,05-04-2025,UPI,Cancelled
2932,723,01-07-2024,Card,Shipped
2933,301,11-05-2026,COD,Cancelled
2934,759,01-09-2025,COD,Shipped
2935,925,13-02-2026,Card,Returned
2936,424,10-11-2024,Card,Returned
2937,239,20-03-2026,COD,Returned
2938,514,28-11-2024,UPI,Cancelled
2939,233,18-07-2024,UPI,Cancelled
2940,958,02-06-2024,COD,Cancelled
2941,872,06-06-2025,Net Banking,Delivered
2942,560,14-10-2024,Net Banking,Delivered
2943,360,22-11-2025,COD,Returned
2944,542,15-09-2024,COD,Delivered
2945,742,07-10-2024,COD,Shipped
2946,137,01-04-2026,Card,Delivered
2947,380,24-11-2025,Net Banking,Returned
2948,8,26-02-2026,Card,Shipped
2949,499,17-02-2025,COD,Delivered
2950,699,06-11-2024,UPI,Shipped
2951,208,28-03-2026,UPI,Returned
2952,476,22-03-2026,UPI,Cancelled
2953,249,15-09-2024,Card,Cancelled
2954,213,11-05-2025,UPI,Returned
2955,280,11-04-2025,Net Banking,Shipped
2956,909,16-08-2024,COD,Delivered
2957,214,01-02-2025,Net Banking,Delivered
2958,29,23-08-2025,UPI,Delivered
2959,370,15-02-2026,COD,Returned
2960,314,12-07-2025,COD,Shipped
2961,274,02-07-2024,UPI,Shipped
2962,865,07-05-2026,COD,Cancelled
2963,941,12-12-2024,Net Banking,Shipped
2964,381,28-07-2025,COD,Delivered
2965,382,09-01-2026,COD,Cancelled
2966,460,30-07-2024,Net Banking,Shipped
2967,91,12-04-2026,Card,Cancelled
2968,57,24-10-2024,Card,Cancelled
2969,152,19-05-2026,Card,Cancelled
2970,160,08-03-2026,Card,Delivered
2971,504,21-03-2025,UPI,Cancelled
2972,144,04-09-2024,UPI,Returned
2973,1,16-04-2025,COD,Shipped
2974,506,29-11-2024,UPI,Returned
2975,338,20-05-2026,UPI,Cancelled
2976,45,23-07-2024,COD,Returned
2977,212,06-04-2025,Card,Cancelled
2978,364,25-11-2025,Net Banking,Shipped
2979,82,26-05-2024,Card,Shipped
2980,505,30-10-2024,UPI,Cancelled
2981,90,01-02-2025,UPI,Delivered
2982,251,27-10-2025,Net Banking,Cancelled
2983,22,16-07-2024,Card,Cancelled
2984,171,12-10-2025,COD,Returned
2985,883,01-09-2024,Net Banking,Shipped
2986,161,06-12-2025,UPI,Cancelled
2987,825,26-11-2024,UPI,Returned
2988,974,09-10-2025,UPI,Shipped
2989,111,04-12-2025,Card,Delivered
2990,758,01-11-2024,Card,Cancelled
2991,644,30-10-2024,Card,Cancelled
2992,621,11-09-2025,UPI,Delivered
2993,148,16-07-2025,COD,Shipped
2994,109,16-12-2024,Card,Shipped
2995,279,10-10-2025,COD,Cancelled
2996,451,04-11-2025,Card,Shipped
2997,114,23-02-2026,UPI,Cancelled
2998,630,04-05-2026,UPI,Cancelled
2999,575,13-08-2024,UPI,Cancelled
3000,373,13-06-2025,COD,Returned
3001,493,22-06-2024,UPI,Cancelled
3002,296,26-05-2024,UPI,Shipped
3003,549,28-01-2026,COD,Cancelled
3004,851,05-04-2026,Card,Returned
3005,176,29-09-2024,COD,Delivered
3006,327,18-08-2025,UPI,Cancelled
3007,641,12-09-2024,UPI,Returned
3008,457,15-11-2024,UPI,Delivered
3009,685,26-02-2025,UPI,Shipped
3010,537,30-05-2024,UPI,Cancelled
3011,951,09-05-2026,COD,Returned
3012,398,02-03-2026,COD,Cancelled
3013,385,03-04-2025,UPI,Cancelled
3014,505,11-04-2025,Net Banking,Shipped
3015,597,25-08-2024,Card,Delivered
3016,586,16-04-2025,COD,Returned
3017,98,28-08-2025,Card,Delivered
3018,602,12-08-2024,Card,Returned
3019,85,28-06-2025,Card,Shipped
3020,228,09-08-2024,COD,Cancelled
3021,603,26-01-2026,COD,Returned
3022,414,07-11-2025,Card,Delivered
3023,765,31-01-2025,Net Banking,Cancelled
3024,540,20-11-2024,Card,Returned
3025,108,18-03-2026,COD,Shipped
3026,637,01-05-2025,COD,Cancelled
3027,233,06-06-2025,COD,Shipped
3028,66,03-02-2025,Net Banking,Returned
3029,553,30-03-2026,Net Banking,Shipped
3030,699,30-04-2026,Net Banking,Cancelled
3031,482,03-03-2025,Card,Delivered
3032,481,27-07-2024,Card,Cancelled
3033,329,30-01-2025,UPI,Delivered
3034,228,03-09-2025,COD,Returned
3035,406,28-11-2025,COD,Cancelled
3036,311,07-12-2024,COD,Shipped
3037,413,21-12-2024,UPI,Shipped
3038,688,28-05-2025,COD,Delivered
3039,782,02-09-2024,Net Banking,Shipped
3040,851,25-01-2025,COD,Returned
3041,941,18-04-2025,COD,Delivered
3042,942,14-01-2025,Card,Returned
3043,483,19-09-2024,Net Banking,Delivered
3044,324,23-06-2024,Net Banking,Shipped
3045,894,18-06-2024,Net Banking,Shipped
3046,833,05-01-2026,Net Banking,Cancelled
3047,787,14-07-2024,Net Banking,Cancelled
3048,359,21-09-2025,UPI,Returned
3049,461,23-04-2025,UPI,Cancelled
3050,401,23-12-2024,Net Banking,Shipped
3051,260,17-02-2026,Net Banking,Shipped
3052,422,26-12-2025,Net Banking,Cancelled
3053,497,18-08-2024,COD,Shipped
3054,44,27-07-2024,COD,Delivered
3055,191,19-12-2024,UPI,Cancelled
3056,455,24-10-2025,COD,Cancelled
3057,627,19-06-2024,Card,Returned
3058,697,01-09-2025,Net Banking,Shipped
3059,974,28-02-2026,UPI,Returned
3060,570,26-01-2025,COD,Delivered
3061,96,21-12-2024,Card,Delivered
3062,341,01-03-2025,Card,Returned
3063,547,28-02-2026,Card,Cancelled
3064,321,02-12-2024,Card,Cancelled
3065,21,09-09-2024,Net Banking,Shipped
3066,934,12-02-2025,UPI,Delivered
3067,864,09-12-2024,Net Banking,Returned
3068,559,28-10-2025,Card,Shipped
3069,853,30-10-2024,UPI,Shipped
3070,366,14-06-2025,UPI,Delivered
3071,696,25-02-2025,Net Banking,Returned
3072,956,09-02-2026,UPI,Returned
3073,714,09-02-2026,Card,Cancelled
3074,958,29-03-2025,Net Banking,Returned
3075,432,20-10-2025,Net Banking,Delivered
3076,54,07-07-2025,COD,Cancelled
3077,427,12-02-2025,Card,Delivered
3078,531,10-08-2024,Net Banking,Shipped
3079,896,09-01-2025,Net Banking,Cancelled
3080,9,05-03-2025,Card,Shipped
3081,386,15-03-2025,Net Banking,Cancelled
3082,113,07-07-2025,Card,Cancelled
3083,952,26-03-2026,Net Banking,Returned
3084,191,12-08-2025,UPI,Cancelled
3085,288,01-03-2025,Card,Delivered
3086,558,11-05-2025,Net Banking,Returned
3087,11,21-11-2025,COD,Returned
3088,38,29-03-2026,COD,Returned
3089,180,06-08-2024,UPI,Delivered
3090,223,30-05-2025,COD,Shipped
3091,89,12-07-2024,COD,Delivered
3092,624,30-08-2025,Net Banking,Shipped
3093,811,01-07-2025,Card,Cancelled
3094,537,25-11-2024,Net Banking,Returned
3095,649,03-07-2024,UPI,Cancelled
3096,586,09-07-2024,COD,Cancelled
3097,935,06-11-2024,Card,Cancelled
3098,480,02-12-2024,Net Banking,Cancelled
3099,659,16-08-2024,COD,Shipped
3100,581,15-09-2025,Card,Delivered
3101,181,19-04-2025,Net Banking,Cancelled
3102,977,24-03-2025,COD,Cancelled
3103,482,12-03-2025,Card,Cancelled
3104,513,22-04-2026,Net Banking,Returned
3105,968,12-12-2024,Card,Returned
3106,46,13-10-2024,Net Banking,Returned
3107,795,24-11-2025,Card,Returned
3108,747,21-09-2024,UPI,Returned
3109,684,07-04-2025,Card,Delivered
3110,138,27-11-2025,Card,Shipped
3111,98,12-02-2025,Card,Delivered
3112,490,30-06-2025,Card,Returned
3113,80,06-12-2025,Net Banking,Cancelled
3114,593,06-04-2026,COD,Delivered
3115,535,16-10-2025,COD,Returned
3116,37,13-03-2025,UPI,Cancelled
3117,645,24-03-2026,Net Banking,Delivered
3118,271,21-04-2025,Net Banking,Cancelled
3119,304,08-05-2025,UPI,Returned
3120,534,11-12-2025,Card,Returned
3121,820,25-07-2025,COD,Delivered
3122,166,07-11-2025,Net Banking,Delivered
3123,790,30-08-2024,UPI,Cancelled
3124,641,06-10-2024,UPI,Returned
3125,312,27-01-2025,COD,Delivered
3126,185,01-10-2024,Card,Returned
3127,203,12-01-2026,UPI,Cancelled
3128,640,21-05-2026,Net Banking,Shipped
3129,876,15-10-2025,COD,Delivered
3130,237,18-07-2024,Net Banking,Shipped
3131,406,20-01-2026,Net Banking,Returned
3132,96,05-05-2026,COD,Returned
3133,787,29-06-2024,Net Banking,Delivered
3134,235,11-01-2025,Net Banking,Delivered
3135,123,04-02-2025,UPI,Shipped
3136,493,10-07-2025,Net Banking,Returned
3137,817,03-10-2024,UPI,Cancelled
3138,344,31-08-2024,UPI,Delivered
3139,527,30-09-2024,COD,Returned
3140,874,17-02-2026,Card,Returned
3141,70,09-09-2024,Card,Delivered
3142,692,17-12-2025,COD,Shipped
3143,755,13-12-2025,UPI,Shipped
3144,25,14-08-2025,COD,Returned
3145,461,28-08-2024,Card,Shipped
3146,262,07-04-2025,Net Banking,Returned
3147,856,16-07-2025,UPI,Shipped
3148,469,08-02-2026,Net Banking,Shipped
3149,944,05-04-2025,COD,Cancelled
3150,209,14-01-2025,UPI,Shipped
3151,215,28-05-2024,Net Banking,Delivered
3152,870,29-07-2024,UPI,Returned
3153,641,08-06-2024,Card,Cancelled
3154,450,07-12-2024,Net Banking,Returned
3155,718,08-07-2025,Card,Cancelled
3156,464,07-08-2025,Net Banking,Returned
3157,761,18-06-2025,Net Banking,Cancelled
3158,978,20-08-2025,UPI,Shipped
3159,607,28-12-2025,UPI,Returned
3160,549,12-06-2024,Net Banking,Returned
3161,149,21-12-2024,UPI,Cancelled
3162,962,23-09-2024,COD,Cancelled
3163,395,29-08-2024,Net Banking,Returned
3164,585,16-12-2024,COD,Delivered
3165,391,26-04-2026,COD,Returned
3166,30,20-11-2024,Card,Cancelled
3167,948,31-03-2026,Card,Cancelled
3168,3,08-08-2025,Net Banking,Delivered
3169,995,12-07-2025,UPI,Cancelled
3170,532,26-12-2025,COD,Returned
3171,381,25-01-2025,Card,Returned
3172,495,24-05-2025,Net Banking,Returned
3173,675,30-08-2024,UPI,Cancelled
3174,170,28-08-2025,Card,Cancelled
3175,152,09-03-2025,Net Banking,Delivered
3176,674,12-07-2025,Net Banking,Returned
3177,230,21-07-2025,UPI,Returned
3178,489,23-08-2024,Net Banking,Cancelled
3179,14,15-04-2025,Card,Shipped
3180,611,26-09-2024,COD,Cancelled
3181,820,05-06-2024,COD,Shipped
3182,831,30-12-2025,Card,Shipped
3183,84,28-12-2024,COD,Returned
3184,591,29-01-2025,UPI,Returned
3185,660,21-06-2024,COD,Cancelled
3186,127,23-06-2024,COD,Delivered
3187,132,14-09-2024,COD,Delivered
3188,633,25-07-2025,COD,Shipped
3189,667,30-01-2026,UPI,Returned
3190,994,03-12-2025,COD,Delivered
3191,198,05-01-2026,UPI,Delivered
3192,54,04-08-2024,Net Banking,Returned
3193,294,11-02-2025,Net Banking,Shipped
3194,435,25-01-2025,COD,Cancelled
3195,773,16-01-2026,UPI,Shipped
3196,391,26-01-2026,Card,Shipped
3197,182,04-11-2025,UPI,Delivered
3198,583,06-12-2024,Card,Cancelled
3199,879,14-09-2025,UPI,Shipped
3200,765,23-10-2024,COD,Shipped
3201,581,08-06-2024,Net Banking,Delivered
3202,189,26-08-2024,COD,Cancelled
3203,317,04-10-2024,UPI,Shipped
3204,484,28-11-2025,COD,Returned
3205,689,17-10-2025,Card,Shipped
3206,171,28-11-2024,COD,Returned
3207,63,09-12-2025,Net Banking,Delivered
3208,215,10-11-2024,UPI,Returned
3209,761,12-12-2025,COD,Shipped
3210,225,09-08-2025,Card,Cancelled
3211,560,17-09-2025,UPI,Delivered
3212,666,26-06-2025,Net Banking,Shipped
3213,45,13-05-2026,Net Banking,Returned
3214,538,13-03-2026,UPI,Delivered
3215,900,08-07-2024,COD,Cancelled
3216,934,18-12-2024,UPI,Returned
3217,792,27-12-2025,COD,Shipped
3218,964,21-06-2025,Card,Shipped
3219,822,16-07-2024,Card,Delivered
3220,254,14-10-2025,UPI,Cancelled
3221,309,21-02-2026,COD,Shipped
3222,774,29-05-2024,UPI,Cancelled
3223,817,10-03-2025,UPI,Returned
3224,598,11-10-2024,COD,Cancelled
3225,299,25-06-2025,Net Banking,Delivered
3226,617,04-12-2024,Card,Cancelled
3227,143,12-05-2025,Net Banking,Returned
3228,48,14-12-2025,COD,Returned
3229,780,09-11-2025,Card,Cancelled
3230,157,21-09-2025,UPI,Returned
3231,945,30-04-2026,Net Banking,Delivered
3232,469,19-03-2026,COD,Shipped
3233,266,28-10-2024,Card,Shipped
3234,994,22-10-2024,COD,Returned
3235,652,23-07-2024,Net Banking,Shipped
3236,141,03-04-2026,UPI,Returned
3237,855,24-09-2025,Card,Cancelled
3238,705,23-11-2025,COD,Cancelled
3239,541,17-06-2025,COD,Returned
3240,95,10-05-2026,Net Banking,Cancelled
3241,93,08-11-2025,Card,Returned
3242,245,11-02-2026,Net Banking,Delivered
3243,889,05-07-2024,UPI,Shipped
3244,801,04-09-2024,Net Banking,Delivered
3245,401,28-05-2025,Card,Shipped
3246,165,25-05-2026,Net Banking,Delivered
3247,953,26-12-2025,COD,Delivered
3248,541,27-05-2025,COD,Delivered
3249,850,19-12-2025,COD,Shipped
3250,251,17-10-2024,Card,Cancelled
3251,475,16-05-2026,Card,Delivered
3252,501,11-03-2025,COD,Returned
3253,883,13-11-2024,Net Banking,Returned
3254,491,08-01-2026,COD,Delivered
3255,882,22-04-2026,Card,Cancelled
3256,13,10-08-2024,COD,Cancelled
3257,217,20-12-2024,COD,Returned
3258,71,10-03-2025,Net Banking,Cancelled
3259,145,05-05-2026,Card,Delivered
3260,536,31-10-2025,Net Banking,Returned
3261,273,12-09-2024,Net Banking,Delivered
3262,185,07-06-2024,COD,Returned
3263,128,28-10-2024,COD,Delivered
3264,404,15-01-2026,Card,Delivered
3265,212,15-03-2025,UPI,Shipped
3266,328,06-10-2025,Card,Shipped
3267,856,24-03-2025,Net Banking,Cancelled
3268,60,11-06-2024,COD,Cancelled
3269,482,30-04-2025,Card,Returned
3270,583,06-03-2025,Net Banking,Returned
3271,44,18-11-2025,Card,Cancelled
3272,130,09-07-2025,COD,Returned
3273,606,04-12-2024,Card,Returned
3274,816,03-11-2024,Card,Returned
3275,780,16-06-2025,Net Banking,Delivered
3276,60,26-08-2024,UPI,Returned
3277,210,29-04-2025,COD,Delivered
3278,552,12-07-2025,COD,Delivered
3279,611,03-05-2025,Card,Returned
3280,500,18-01-2025,UPI,Shipped
3281,363,19-03-2026,Card,Shipped
3282,238,20-09-2024,Card,Shipped
3283,934,08-03-2025,Net Banking,Shipped
3284,459,27-05-2024,Net Banking,Shipped
3285,461,30-01-2026,UPI,Returned
3286,515,02-12-2025,Card,Shipped
3287,879,30-08-2024,COD,Returned
3288,268,09-07-2024,UPI,Delivered
3289,144,02-10-2025,Net Banking,Delivered
3290,985,13-07-2024,UPI,Shipped
3291,318,08-09-2024,UPI,Cancelled
3292,328,10-12-2025,Net Banking,Delivered
3293,813,26-06-2025,COD,Shipped
3294,97,28-10-2025,Card,Delivered
3295,389,25-04-2026,COD,Shipped
3296,690,19-09-2024,Card,Cancelled
3297,339,23-10-2024,Card,Returned
3298,18,20-06-2025,COD,Cancelled
3299,452,12-09-2024,Card,Shipped
3300,46,14-03-2026,Card,Cancelled
3301,365,31-08-2024,Card,Shipped
3302,148,01-01-2025,UPI,Delivered
3303,498,19-11-2024,UPI,Returned
3304,604,03-08-2024,Net Banking,Shipped
3305,93,13-12-2024,COD,Cancelled
3306,659,13-08-2025,COD,Cancelled
3307,467,13-08-2024,UPI,Shipped
3308,905,03-11-2025,UPI,Shipped
3309,794,02-01-2026,Net Banking,Shipped
3310,821,23-06-2024,Card,Returned
3311,110,08-04-2026,COD,Shipped
3312,496,28-12-2024,COD,Returned
3313,775,21-12-2024,COD,Delivered
3314,423,03-12-2025,Net Banking,Cancelled
3315,827,03-08-2025,Net Banking,Cancelled
3316,93,06-09-2025,Card,Cancelled
3317,985,08-05-2025,Net Banking,Returned
3318,959,28-02-2025,Net Banking,Delivered
3319,647,24-07-2025,Card,Delivered
3320,176,21-09-2025,UPI,Returned
3321,403,12-07-2025,COD,Cancelled
3322,26,11-05-2025,Card,Cancelled
3323,486,01-11-2025,UPI,Shipped
3324,601,16-10-2025,UPI,Delivered
3325,810,25-06-2024,COD,Delivered
3326,618,02-08-2025,Card,Delivered
3327,13,19-03-2026,Net Banking,Shipped
3328,252,01-06-2024,Net Banking,Cancelled
3329,741,06-07-2025,Card,Returned
3330,472,16-10-2025,UPI,Cancelled
3331,639,11-03-2026,COD,Returned
3332,16,22-05-2026,COD,Delivered
3333,505,11-07-2025,Card,Returned
3334,21,25-02-2025,Card,Cancelled
3335,913,07-04-2026,UPI,Returned
3336,819,05-07-2024,Net Banking,Delivered
3337,154,18-12-2025,Card,Delivered
3338,773,14-01-2025,COD,Cancelled
3339,843,25-08-2025,UPI,Cancelled
3340,884,29-11-2025,COD,Shipped
3341,506,06-06-2025,UPI,Shipped
3342,728,05-07-2025,COD,Returned
3343,258,01-11-2025,Card,Returned
3344,770,08-05-2026,Net Banking,Delivered
3345,215,23-07-2025,COD,Delivered
3346,968,23-03-2026,UPI,Delivered
3347,469,10-02-2026,Net Banking,Returned
3348,176,04-06-2024,Net Banking,Cancelled
3349,726,07-03-2026,UPI,Cancelled
3350,132,30-08-2025,Net Banking,Cancelled
3351,431,11-02-2026,UPI,Delivered
3352,290,14-02-2026,Net Banking,Returned
3353,403,23-04-2025,UPI,Delivered
3354,367,21-02-2025,UPI,Delivered
3355,4,07-09-2024,Card,Returned
3356,958,06-08-2025,UPI,Returned
3357,374,23-06-2024,COD,Cancelled
3358,640,24-11-2025,COD,Returned
3359,996,21-09-2025,UPI,Shipped
3360,715,06-07-2024,COD,Shipped
3361,926,13-04-2025,Card,Cancelled
3362,162,19-06-2024,Net Banking,Delivered
3363,758,07-02-2026,UPI,Shipped
3364,916,02-04-2026,Net Banking,Returned
3365,992,19-02-2026,Card,Returned
3366,499,27-05-2025,Card,Cancelled
3367,262,08-07-2025,COD,Returned
3368,400,03-11-2024,Card,Cancelled
3369,127,26-07-2025,Card,Returned
3370,829,02-10-2025,Card,Cancelled
3371,632,27-04-2025,UPI,Returned
3372,729,27-05-2024,UPI,Cancelled
3373,51,26-03-2026,COD,Delivered
3374,859,17-09-2025,COD,Shipped
3375,322,30-03-2026,Card,Delivered
3376,62,15-11-2024,Net Banking,Cancelled
3377,449,20-04-2025,COD,Cancelled
3378,736,03-10-2024,UPI,Shipped
3379,230,27-11-2024,Net Banking,Returned
3380,473,25-10-2025,UPI,Cancelled
3381,90,19-10-2025,Net Banking,Returned
3382,149,15-07-2024,Card,Returned
3383,706,21-01-2026,UPI,Cancelled
3384,354,07-02-2025,COD,Delivered
3385,70,25-02-2025,COD,Returned
3386,382,23-01-2026,COD,Delivered
3387,773,15-10-2025,Card,Delivered
3388,300,28-11-2024,COD,Shipped
3389,949,06-06-2024,UPI,Returned
3390,595,16-06-2025,COD,Shipped
3391,483,18-04-2025,Card,Delivered
3392,391,21-08-2025,COD,Returned
3393,599,24-11-2025,Card,Shipped
3394,630,18-01-2025,Net Banking,Cancelled
3395,785,09-04-2026,UPI,Delivered
3396,125,30-11-2024,Net Banking,Shipped
3397,409,05-10-2025,Net Banking,Shipped
3398,888,19-12-2025,Card,Delivered
3399,966,05-02-2025,Card,Returned
3400,152,22-05-2025,COD,Delivered
3401,756,31-05-2025,COD,Cancelled
3402,53,27-05-2025,UPI,Delivered
3403,75,08-04-2025,UPI,Cancelled
3404,865,07-11-2025,COD,Cancelled
3405,799,05-06-2024,Card,Shipped
3406,494,09-10-2024,UPI,Returned
3407,27,18-03-2025,COD,Returned
3408,574,16-02-2026,Net Banking,Delivered
3409,911,15-04-2025,COD,Shipped
3410,965,14-12-2024,COD,Shipped
3411,599,27-05-2025,Card,Shipped
3412,875,03-09-2025,COD,Returned
3413,741,31-01-2025,Net Banking,Delivered
3414,161,01-04-2025,UPI,Shipped
3415,374,20-05-2026,Net Banking,Shipped
3416,942,07-04-2026,Net Banking,Shipped
3417,398,24-11-2025,Net Banking,Cancelled
3418,572,17-05-2025,Card,Shipped
3419,822,30-10-2024,COD,Delivered
3420,713,31-12-2024,Card,Cancelled
3421,136,20-11-2024,Net Banking,Shipped
3422,767,30-05-2024,COD,Shipped
3423,896,21-02-2026,Net Banking,Delivered
3424,34,24-06-2024,Net Banking,Shipped
3425,792,09-02-2026,Card,Shipped
3426,737,06-03-2025,COD,Returned
3427,708,23-11-2025,Card,Delivered
3428,699,26-11-2025,Net Banking,Delivered
3429,2,16-06-2025,Net Banking,Shipped
3430,414,27-11-2025,COD,Delivered
3431,902,01-11-2024,Card,Shipped
3432,625,10-11-2025,UPI,Returned
3433,477,17-08-2024,COD,Cancelled
3434,322,03-01-2026,COD,Cancelled
3435,117,26-12-2025,Net Banking,Delivered
3436,177,24-10-2025,Net Banking,Cancelled
3437,204,08-10-2025,Net Banking,Cancelled
3438,964,25-05-2025,Net Banking,Delivered
3439,242,01-10-2024,UPI,Delivered
3440,988,17-08-2024,UPI,Cancelled
3441,806,25-06-2024,Card,Delivered
3442,854,06-09-2024,Card,Shipped
3443,964,14-07-2025,Net Banking,Shipped
3444,845,27-08-2025,Card,Returned
3445,278,09-09-2025,Net Banking,Shipped
3446,687,04-08-2025,UPI,Cancelled
3447,189,23-02-2026,Card,Cancelled
3448,897,23-01-2026,UPI,Cancelled
3449,435,22-12-2024,UPI,Delivered
3450,757,28-07-2025,UPI,Delivered
3451,815,23-01-2025,UPI,Delivered
3452,826,07-04-2026,Card,Delivered
3453,373,02-06-2025,Card,Shipped
3454,238,17-04-2026,Card,Delivered
3455,33,13-02-2025,COD,Shipped
3456,535,25-12-2024,Card,Shipped
3457,541,26-07-2024,COD,Shipped
3458,295,21-07-2025,Net Banking,Shipped
3459,299,08-02-2026,Net Banking,Delivered
3460,364,26-08-2025,Net Banking,Cancelled
3461,900,08-11-2024,COD,Returned
3462,31,01-02-2025,UPI,Delivered
3463,661,30-08-2024,UPI,Returned
3464,263,01-09-2024,Net Banking,Returned
3465,15,01-12-2025,Card,Cancelled
3466,42,14-11-2025,UPI,Shipped
3467,949,12-09-2024,Card,Shipped
3468,361,19-07-2025,COD,Returned
3469,383,14-12-2025,Net Banking,Cancelled
3470,874,16-06-2025,Net Banking,Delivered
3471,829,23-08-2024,Card,Delivered
3472,505,05-11-2025,Card,Delivered
3473,718,14-08-2025,COD,Cancelled
3474,604,29-10-2024,UPI,Shipped
3475,270,28-05-2025,Card,Returned
3476,62,17-04-2026,Card,Delivered
3477,848,12-10-2024,Net Banking,Cancelled
3478,807,09-09-2024,Card,Returned
3479,299,03-12-2024,Card,Cancelled
3480,234,15-04-2025,COD,Shipped
3481,440,17-04-2025,Net Banking,Shipped
3482,438,23-11-2025,COD,Returned
3483,213,18-03-2026,UPI,Returned
3484,390,26-12-2024,Card,Cancelled
3485,4,24-02-2025,Net Banking,Returned
3486,174,22-01-2026,UPI,Shipped
3487,499,16-04-2026,Card,Cancelled
3488,123,02-03-2026,Card,Delivered
3489,278,24-12-2025,Card,Cancelled
3490,669,24-10-2024,UPI,Delivered
3491,531,21-02-2025,UPI,Shipped
3492,375,01-12-2025,COD,Delivered
3493,614,02-02-2026,Net Banking,Returned
3494,568,10-07-2025,Card,Delivered
3495,334,20-06-2024,Net Banking,Returned
3496,172,31-08-2025,COD,Delivered
3497,422,11-07-2025,Card,Shipped
3498,378,07-11-2024,Net Banking,Cancelled
3499,274,05-10-2024,UPI,Returned
3500,477,13-09-2024,UPI,Delivered
3501,312,11-12-2024,COD,Cancelled
3502,426,07-05-2026,UPI,Returned
3503,284,23-08-2025,UPI,Shipped
3504,268,29-12-2025,UPI,Returned
3505,586,01-05-2025,UPI,Cancelled
3506,367,28-07-2025,COD,Cancelled
3507,635,18-06-2024,COD,Cancelled
3508,947,02-09-2024,Net Banking,Shipped
3509,941,21-11-2024,COD,Cancelled
3510,24,25-04-2026,UPI,Cancelled
3511,538,16-10-2024,Net Banking,Returned
3512,729,17-08-2024,Card,Delivered
3513,403,01-05-2025,Card,Cancelled
3514,298,10-12-2025,COD,Cancelled
3515,776,30-10-2025,COD,Returned
3516,806,12-03-2026,UPI,Returned
3517,440,26-03-2026,COD,Delivered
3518,572,08-10-2024,Net Banking,Returned
3519,219,09-04-2025,Net Banking,Returned
3520,57,05-08-2025,Card,Cancelled
3521,919,15-10-2025,Net Banking,Shipped
3522,790,25-06-2025,COD,Cancelled
3523,599,17-07-2024,Net Banking,Shipped
3524,689,25-09-2024,Card,Cancelled
3525,141,14-03-2026,Card,Cancelled
3526,998,26-04-2025,UPI,Cancelled
3527,720,10-11-2025,COD,Delivered
3528,45,08-05-2026,COD,Returned
3529,226,21-07-2025,Card,Returned
3530,486,14-10-2024,Net Banking,Delivered
3531,387,23-12-2024,COD,Cancelled
3532,77,19-05-2026,Card,Delivered
3533,39,03-02-2025,Net Banking,Cancelled
3534,253,03-06-2025,Net Banking,Delivered
3535,279,15-08-2025,UPI,Delivered
3536,110,16-02-2026,Net Banking,Cancelled
3537,597,06-06-2024,Net Banking,Delivered
3538,301,30-09-2024,Net Banking,Delivered
3539,951,05-02-2026,Net Banking,Delivered
3540,970,23-04-2026,Net Banking,Shipped
3541,981,11-11-2025,COD,Delivered
3542,94,10-05-2026,COD,Delivered
3543,177,04-04-2026,COD,Returned
3544,721,13-02-2026,Card,Cancelled
3545,567,27-02-2026,COD,Cancelled
3546,683,23-12-2024,COD,Returned
3547,709,12-02-2025,COD,Shipped
3548,364,07-03-2025,COD,Delivered
3549,391,15-11-2025,Net Banking,Delivered
3550,214,10-01-2025,UPI,Cancelled
3551,592,18-05-2026,COD,Returned
3552,389,08-09-2024,Net Banking,Shipped
3553,116,19-06-2025,COD,Cancelled
3554,320,31-10-2025,Card,Returned
3555,974,20-03-2025,UPI,Returned
3556,790,30-10-2025,UPI,Delivered
3557,981,26-09-2024,Card,Shipped
3558,706,12-05-2025,Card,Returned
3559,143,05-11-2025,COD,Returned
3560,741,26-06-2024,Net Banking,Delivered
3561,374,22-10-2024,COD,Delivered
3562,164,06-10-2025,UPI,Returned
3563,387,14-11-2024,COD,Returned
3564,470,21-12-2024,Card,Shipped
3565,115,10-05-2026,Net Banking,Returned
3566,881,14-11-2024,UPI,Cancelled
3567,764,17-11-2025,Net Banking,Returned
3568,350,16-12-2025,Net Banking,Cancelled
3569,207,19-05-2026,UPI,Shipped
3570,206,18-10-2024,COD,Shipped
